"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","GeneName","AlsoPresentInClusters","CellTypeFlag","Summary","Reactom","GeneFamily"
"43",2.67360943627294e-270,0.635273955644715,0.792,0.501,6.16962113514344e-266,"0","LIPA","lipase A, lysosomal acid type","0, 12","","This gene encodes lipase A, the lysosomal acid lipase (also known as cholesterol ester hydrolase). This enzyme functions in the lysosome to catalyze the hydrolysis of cholesteryl esters and triglycerides. Mutations in this gene can result in Wolman disease and cholesteryl ester storage disease. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jan 2014]","LDL clearance","Lipases"
"44",3.18210390085156e-241,0.640065808564949,0.726,0.39,7.34302296160506e-237,"0","MAFB","MAF bZIP transcription factor B","","erythrocyte, myeloid","The protein encoded by this gene is a basic leucine zipper (bZIP) transcription factor that plays an important role in the regulation of lineage-specific hematopoiesis. The encoded nuclear protein represses ETS1-mediated transcription of erythroid-specific genes in myeloid cells. This gene contains no introns. [provided by RefSeq, Jul 2008]","Activation of anterior HOX genes in hindbrain development during early embryogenesis","Basic leucine zipper proteins"
"45",1.23217696272186e-240,0.628524026770226,0.972,0.82,2.84337155917697e-236,"0","S100A4","S100 calcium binding protein A4","0, 1, 12, 7","","The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21. This protein may function in motility, invasion, and tubulin polymerization. Chromosomal rearrangements and altered expression of this gene have been implicated in tumor metastasis. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Jul 2008]","","S100 calcium binding proteins|EF-hand domain containing"
"46",4.50260161296918e-237,0.738685615471599,0.81,0.53,1.03902034820877e-232,"0","RETN","resistin","0, 1, 7","adipocytes, neutrophil granulocyte","This gene belongs to the family defined by the mouse resistin-like genes. The characteristic feature of this family is the C-terminal stretch of 10 cys residues with identical spacing. The mouse homolog of this protein is secreted by adipocytes, and may be the hormone potentially linking obesity to type II diabetes. Alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2010]","Neutrophil degranulation",""
"47",4.9556669643246e-217,0.659011927105111,0.848,0.622,1.14356970868755e-212,"0","DUSP1","dual specificity phosphatase 1","","","The protein encoded by this gene is a phosphatase with dual specificity for tyrosine and threonine. The encoded protein can dephosphorylate MAP kinase MAPK1/ERK2, which results in its involvement in several cellular processes. This protein appears to play an important role in the human cellular response to environmental stress as well as in the negative regulation of cellular proliferation. Finally, the encoded protein can make some solid tumors resistant to both chemotherapy and radiotherapy, making it a target for cancer therapy. [provided by RefSeq, Aug 2017]","RAF-independent MAPK1/3 activation; Negative regulation of MAPK pathway","MAP kinase phosphatases"
"48",1.29194745228597e-198,0.741505774705459,0.854,0.63,2.98129794089511e-194,"0","HMOX1","heme oxygenase 1","0, 10, 12, 2","","Heme oxygenase, an essential enzyme in heme catabolism, cleaves heme to form biliverdin, which is subsequently converted to bilirubin by biliverdin reductase, and carbon monoxide, a putative neurotransmitter. Heme oxygenase activity is induced by its substrate heme and by various nonheme substances. Heme oxygenase occurs as 2 isozymes, an inducible heme oxygenase-1 and a constitutive heme oxygenase-2. HMOX1 and HMOX2 belong to the heme oxygenase family. [provided by RefSeq, Jul 2008]","Heme degradation; Interleukin-4 and Interleukin-13 signaling; Iron uptake and transport",""
"49",2.75993774487721e-165,0.671118227982248,0.651,0.426,6.36883234007865e-161,"0","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2","","","The protein encoded by this gene inhibits transactivation of HIF1A-induced genes by competing with binding of hypoxia-inducible factor 1-alpha to p300-CH1. Mutations in this gene are a cause of cardiac septal defects. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012]","Regulation of gene expression by Hypoxia-inducible Factor; TFAP2 (AP-2) family regulates transcription of other transcription factors; Activation of the TFAP2 (AP-2) family of transcription factors",""
"50",7.38231472091448e-80,0.647440257553702,0.457,0.298,1.70354294499823e-75,"0","RGS16","regulator of G protein signaling 16","","","The protein encoded by this gene belongs to the 'regulator of G protein signaling' family. It inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits. It also may play a role in regulating the kinetics of signaling in the phototransduction cascade. [provided by RefSeq, Jul 2008]","G alpha (i) signalling events","Regulators of G-protein signaling"
"51",0,1.81397641612506,0.997,0.642,0,"1","CXCL8","C-X-C motif chemokine ligand 8","1, 15","neutrophil granulocyte","The protein encoded by this gene is a member of the CXC chemokine family and is a major mediator of the inflammatory response. The encoded protein is secreted primarily by neutrophils, where it serves as a chemotactic factor by guiding the neutrophils to the site of infection. This chemokine is also a potent angiogenic factor. This gene is believed to play a role in the pathogenesis of bronchiolitis, a common respiratory tract disease caused by viral infection. This gene and other members of the CXC chemokine gene family form a gene cluster in a region of chromosome 4q. [provided by RefSeq, Aug 2017]","Senescence-Associated Secretory Phenotype (SASP); Peptide ligand-binding receptors; Chemokine receptors bind chemokines; ATF4 activates genes; G alpha (i) signalling events; Interleukin-10 signaling; Interleukin-4 and Interleukin-13 signaling","Chemokine ligands|Endogenous ligands|Interleukins"
"52",0,1.75218066429197,0.955,0.397,0,"1","IL1B","interleukin 1 beta","1, 15","macrophage","The protein encoded by this gene is a member of the interleukin 1 cytokine family. This cytokine is produced by activated macrophages as a proprotein, which is proteolytically processed to its active form by caspase 1 (CASP1/ICE). This cytokine is an important mediator of the inflammatory response, and is involved in a variety of cellular activities, including cell proliferation, differentiation, and apoptosis. The induction of cyclooxygenase-2 (PTGS2/COX2) by this cytokine in the central nervous system (CNS) is found to contribute to inflammatory pain hypersensitivity. This gene and eight other interleukin 1 family genes form a cytokine gene cluster on chromosome 2. [provided by RefSeq, Jul 2008]","Interleukin-1 processing; CLEC7A/inflammasome pathway; Interleukin-10 signaling; Interleukin-4 and Interleukin-13 signaling; Interleukin-1 signaling","Endogenous ligands|Interleukins"
"53",0,1.70826459453824,0.876,0.389,0,"1","CXCL1","C-X-C motif chemokine ligand 1","","neutrophil granulocyte","This antimicrobial gene encodes a member of the CXC subfamily of chemokines. The encoded protein is a secreted growth factor that signals through the G-protein coupled receptor, CXC receptor 2. This protein plays a role in inflammation and as a chemoattractant for neutrophils. Aberrant expression of this protein is associated with the growth and progression of certain tumors. A naturally occurring processed form of this protein has increased chemotactic activity. Alternate splicing results in coding and non-coding variants of this gene. A pseudogene of this gene is found on chromosome 4. [provided by RefSeq, Sep 2014]","Chemokine receptors bind chemokines; G alpha (i) signalling events; Interleukin-10 signaling; Neutrophil degranulation","Chemokine ligands|Endogenous ligands"
"54",0,1.64422550787455,0.999,0.787,0,"1","CCL4","C-C motif chemokine ligand 4","1, 2","","The protein encoded by this gene is a mitogen-inducible monokine and is one of the major HIV-suppressive factors produced by CD8+ T-cells. The encoded protein is secreted and has chemokinetic and inflammatory functions. [provided by RefSeq, Dec 2012]","G alpha (i) signalling events; Interleukin-10 signaling","Chemokine ligands|Endogenous ligands"
"55",0,1.62652725080048,0.999,0.791,0,"1","CCL3","C-C motif chemokine ligand 3","","macrophage","This locus represents a small inducible cytokine. The encoded protein, also known as macrophage inflammatory protein 1 alpha, plays a role in inflammatory responses through binding to the receptors CCR1, CCR4 and CCR5. Polymorphisms at this locus may be associated with both resistance and susceptibility to infection by human immunodeficiency virus type 1.[provided by RefSeq, Sep 2010]","Interleukin-10 signaling","Chemokine ligands|Endogenous ligands"
"56",0,1.56904967968406,0.995,0.749,0,"1","CCL4L2","C-C motif chemokine ligand 4 like 2","1, 2","","This gene is one of several cytokine genes that are clustered on the q-arm of chromosome 17. Cytokines are a family of secreted proteins that function in inflammatory and immunoregulatory processes. The protein encoded by this family member is similar to the chemokine (C-C motif) ligand 4 product, which inhibits HIV entry by binding to the cellular receptor CCR5. The copy number of this gene varies among individuals, where most individuals have one to five copies. This gene copy contains a non-consensus splice acceptor site at the 3' terminal exon found in other highly similar gene copies, and it thus uses other alternative splice sites for the 3' terminal exon, resulting in multiple transcript variants. [provided by RefSeq, Apr 2014]","G alpha (i) signalling events","Chemokine ligands"
"57",0,1.51672587070205,0.986,0.647,0,"1","CCL3L3","C-C motif chemokine ligand 3 like 3","","","This gene is one of several cytokine genes that are clustered on the q-arm of chromosome 17. Cytokines are a family of secreted proteins that function in inflammatory and immunoregulatory processes. The protein encoded by this gene binds to several chemokine receptors, including chemokine binding protein 2 and chemokine (C-C motif) receptor 5 (CCR5). CCR5 is a co-receptor for HIV, and binding of this protein to CCR5 inhibits HIV entry. The copy number of this gene varies among individuals, where most individuals have one to six copies, and a minority of individuals have zero or more than six copies. There are conflicting reports about copy number variation of this gene and its correlation to disease susceptibility.[provided by RefSeq, Apr 2014]","Interleukin-10 signaling","Chemokine ligands"
